City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,Kokopo,-4.35,152.26,85.39,64,30,5.79,PG,2020-11-06 01:13:38
303,Sinazongwe,-17.26,27.46,78.31,60,12,4.09,ZM,2020-11-06 01:13:38
304,Namibe,-15.2,12.15,68.88,67,60,8.88,AO,2020-11-06 01:13:38
305,Vardo,70.37,31.11,39.96,83,72,15.08,NO,2020-11-06 01:13:38
306,Mahebourg,-20.41,57.7,71.6,83,75,8.05,MU,2020-11-06 01:13:38
307,Arraial Do Cabo,-22.97,-42.03,68.94,80,100,13.98,BR,2020-11-06 01:13:38
308,Hamilton,39.18,-84.53,59.0,71,1,3.36,US,2020-11-06 01:11:10
309,Saint Cloud,45.56,-94.16,55.99,43,1,6.93,US,2020-11-06 01:13:38
310,Zonguldak,41.25,31.83,49.48,93,35,0.45,TR,2020-11-06 01:13:38
311,Itoman,26.12,127.67,80.6,88,40,11.41,JP,2020-11-06 01:13:38
312,Belyy Yar,53.6,91.39,35.6,64,0,13.42,RU,2020-11-06 01:13:38
313,Santa Maria,-29.68,-53.81,64.4,72,0,8.05,BR,2020-11-06 01:12:21
314,La Reforma,25.08,-108.05,82.0,67,90,3.0,MX,2020-11-06 01:13:39
315,Natal,-5.79,-35.21,80.6,78,20,9.17,BR,2020-11-06 01:13:39
316,Jamame,0.07,42.75,77.32,86,34,5.12,SO,2020-11-06 01:13:39
317,Zanjan,36.67,48.48,51.76,41,12,5.88,IR,2020-11-06 01:13:39
318,Bergen,60.39,5.33,51.01,100,90,11.41,NO,2020-11-06 01:13:39
319,Kavieng,-2.57,150.8,82.99,77,100,10.27,PG,2020-11-06 01:13:39
320,Agras,40.55,-8.54,60.01,80,100,1.99,PT,2020-11-06 01:13:39
321,Salalah,17.02,54.09,69.8,52,0,5.82,OM,2020-11-06 01:13:39
322,Dicabisagan,17.08,122.42,82.26,66,23,3.89,PH,2020-11-06 01:13:39
323,Nemuro,43.32,145.57,51.8,53,75,9.17,JP,2020-11-06 01:13:39
324,General Roca,-39.03,-67.58,64.4,48,0,6.51,AR,2020-11-06 01:13:39
325,Smithers,54.78,-127.17,42.8,48,75,4.7,CA,2020-11-06 01:11:53
326,Midland,32.0,-102.08,75.2,16,0,3.36,US,2020-11-06 01:13:39
327,Mandalgovi,45.76,106.27,29.53,79,42,13.22,MN,2020-11-06 01:13:39
328,Limon,10.0,-83.03,80.6,78,75,3.36,CR,2020-11-06 01:13:39
329,Kharan,28.58,65.42,52.59,45,0,1.86,PK,2020-11-06 01:13:40
330,Iralaya,15.0,-83.23,80.26,82,100,14.09,HN,2020-11-06 01:13:40
331,Zhezkazgan,47.8,67.71,32.83,71,0,6.31,KZ,2020-11-06 01:13:40
332,Matay,28.42,30.78,58.46,81,0,4.97,EG,2020-11-06 01:13:40
333,Umm Lajj,25.02,37.27,72.93,63,0,9.01,SA,2020-11-06 01:13:40
334,Kamenka,51.32,42.77,43.0,95,88,7.36,RU,2020-11-06 01:13:40
335,Presidente Medici,-11.18,-61.9,80.91,50,74,2.48,BR,2020-11-06 01:13:40
336,Nhulunbuy,-12.23,136.77,89.6,55,20,10.29,AU,2020-11-06 01:13:40
337,Kijang,35.24,129.21,57.2,41,0,2.24,KR,2020-11-06 01:13:40
338,Greytown,-29.06,30.59,61.66,82,100,4.85,ZA,2020-11-06 01:13:40
339,Vanimo,-2.67,141.3,86.76,63,100,4.05,PG,2020-11-06 01:13:40
340,Ishigaki,24.34,124.16,80.6,100,75,10.29,JP,2020-11-06 01:13:40
341,Jaroslaw,50.02,22.68,39.0,100,1,10.47,PL,2020-11-06 01:13:40
342,Rayong,12.83,101.43,77.0,83,20,6.93,TH,2020-11-06 01:13:40
343,Jega,12.22,4.38,83.77,30,56,8.43,NG,2020-11-06 01:13:40
344,Wajima,37.4,136.9,53.6,76,0,2.24,JP,2020-11-06 01:13:40
345,Gazojak,41.19,61.4,44.71,50,72,4.61,TM,2020-11-06 01:13:40
346,Dongying,37.46,118.49,60.26,54,0,12.17,CN,2020-11-06 01:13:40
347,Pochutla,15.74,-96.47,82.4,74,90,2.24,MX,2020-11-06 01:13:40
348,Puerto Cabezas,14.04,-83.39,78.12,90,100,7.61,NI,2020-11-06 01:13:41
349,Levelland,33.59,-102.38,71.6,21,1,8.05,US,2020-11-06 01:13:41
350,Kruisfontein,-34.0,24.73,63.0,95,83,1.01,ZA,2020-11-06 01:13:41
351,Kurandvad,16.68,74.58,65.43,64,0,6.55,IN,2020-11-06 01:13:41
352,Bucak,37.46,30.59,68.0,62,75,10.29,TR,2020-11-06 01:13:41
353,Suntar,62.14,117.63,-0.42,92,31,4.36,RU,2020-11-06 01:13:41
354,Neijiang,29.58,105.06,59.83,73,79,4.5,CN,2020-11-06 01:13:41
355,Otorohanga,-38.18,175.2,72.0,78,99,11.01,NZ,2020-11-06 01:13:41
356,Upata,8.01,-62.4,80.01,88,20,1.01,VE,2020-11-06 01:13:41
357,Sisimiut,66.94,-53.67,18.01,89,100,6.55,GL,2020-11-06 01:13:41
358,Leshan,29.56,103.76,60.44,69,2,0.85,CN,2020-11-06 01:13:41
359,Mmathubudukwane,-24.6,26.43,66.2,93,0,5.82,BW,2020-11-06 01:11:07
360,Kathmandu,27.72,85.32,51.8,100,20,2.24,NP,2020-11-06 01:11:16
361,Grindavik,63.84,-22.43,41.0,65,75,36.91,IS,2020-11-06 01:13:41
362,Chambersburg,39.94,-77.66,54.0,65,100,4.43,US,2020-11-06 01:13:41
363,Muhos,64.81,25.99,42.8,66,0,21.92,FI,2020-11-06 01:13:41
364,Garden City,42.33,-83.33,61.0,54,75,10.29,US,2020-11-06 01:12:03
365,Tomas Oppus,10.25,124.98,83.64,65,100,1.97,PH,2020-11-06 01:13:41
366,Debre Sina,9.85,39.77,49.17,62,45,1.72,ET,2020-11-06 01:13:42
367,Liuzhou,24.31,109.39,71.38,65,0,6.29,CN,2020-11-06 01:13:42
368,Baniyas,35.18,35.95,62.6,72,75,3.36,SY,2020-11-06 01:13:42
369,Gat,31.61,34.76,63.0,92,50,8.81,IL,2020-11-06 01:09:02
370,Daru,-9.08,143.21,82.67,73,41,8.79,PG,2020-11-06 01:13:42
371,Coihaique,-45.58,-72.07,48.2,76,75,2.24,CL,2020-11-06 01:13:42
372,Saldanha,-33.01,17.94,60.8,87,52,9.17,ZA,2020-11-06 01:13:42
373,Aljezur,37.32,-8.8,60.17,82,100,5.53,PT,2020-11-06 01:13:42
374,Elko,41.0,-115.5,69.8,13,1,5.93,US,2020-11-06 01:13:42
375,Cefalu,38.04,14.02,60.01,79,0,1.99,IT,2020-11-06 01:13:42
376,Pilar,-9.6,-35.96,75.2,94,40,3.36,BR,2020-11-06 01:13:42
377,Bontang,0.13,117.5,83.39,71,100,3.51,ID,2020-11-06 01:13:42
378,Tome,-36.62,-72.95,57.2,67,0,17.22,CL,2020-11-06 01:13:42
379,Jumla,29.27,82.18,38.07,55,0,4.5,NP,2020-11-06 01:13:42
380,Chunskiy,56.08,99.63,22.17,94,100,16.67,RU,2020-11-06 01:13:42
381,Zaragoza,41.66,-0.88,59.0,87,90,10.29,ES,2020-11-06 01:12:36
382,Cairns,-16.92,145.77,90.0,54,0,9.17,AU,2020-11-06 01:10:57
383,Ipixuna,-1.76,-48.8,77.0,94,40,4.7,BR,2020-11-06 01:13:42
384,Half Moon Bay,37.46,-122.43,72.0,87,1,10.29,US,2020-11-06 01:13:43
385,Ouesso,1.61,16.05,68.81,95,100,1.59,CG,2020-11-06 01:13:43
386,Sovetskiy,61.36,63.58,35.87,94,100,8.7,RU,2020-11-06 01:13:43
387,Barra Patuca,15.8,-84.28,77.67,91,100,15.9,HN,2020-11-06 01:13:43
388,Bardiyah,31.76,25.09,66.83,72,16,13.22,LY,2020-11-06 01:13:43
389,Inuvik,68.35,-133.72,1.4,70,55,10.29,CA,2020-11-06 01:13:43
390,Mahibadhoo,3.78,72.97,82.56,73,100,6.15,MV,2020-11-06 01:13:43
391,Camacha,33.08,-16.33,59.0,72,40,5.82,PT,2020-11-06 01:13:43
392,Bengkulu,-3.8,102.27,80.42,77,92,3.0,ID,2020-11-06 01:13:43
393,Kerman,30.28,57.08,37.4,29,0,0.6,IR,2020-11-06 01:13:43
394,Saint-Pierre,-21.34,55.48,69.8,60,51,8.05,RE,2020-11-06 01:13:43
395,Kuryk,43.2,51.65,52.65,44,33,11.7,KZ,2020-11-06 01:13:43
396,Flinders,-34.58,150.86,69.01,57,0,4.0,AU,2020-11-06 01:13:43
397,Toamasina,-18.17,49.38,69.8,94,75,3.36,MG,2020-11-06 01:13:43
398,Sembe,1.65,14.58,69.12,92,72,1.14,CG,2020-11-06 01:13:43
399,Zliv,49.07,14.37,30.0,92,0,1.99,CZ,2020-11-06 01:13:43
400,Klaksvik,62.23,-6.59,50.0,100,100,14.99,FO,2020-11-06 01:13:43
401,Tsiroanomandidy,-18.77,46.03,71.78,64,92,3.31,MG,2020-11-06 01:13:43
402,Codrington,-38.27,141.97,55.65,72,100,12.3,AU,2020-11-06 01:13:43
403,Rocha,-34.48,-54.33,52.97,93,42,6.13,UY,2020-11-06 01:13:44
404,Pangnirtung,66.15,-65.71,7.07,73,100,7.16,CA,2020-11-06 01:13:44
405,Arman,59.7,150.17,6.4,84,78,9.98,RU,2020-11-06 01:13:45
406,Golden,39.76,-105.22,62.01,24,0,5.26,US,2020-11-06 01:12:25
407,Praia Da Vitoria,38.73,-27.07,59.0,67,20,17.92,PT,2020-11-06 01:13:45
408,Taksimo,56.34,114.88,12.02,90,96,0.45,RU,2020-11-06 01:13:45
409,Wiwili,13.63,-85.83,73.96,86,100,2.73,NI,2020-11-06 01:13:45
410,Kargasok,59.06,80.86,32.67,97,100,6.42,RU,2020-11-06 01:13:45
411,Camapua,-19.53,-54.04,75.4,34,0,4.18,BR,2020-11-06 01:13:45
412,Christchurch,-43.53,172.63,61.0,72,100,11.41,NZ,2020-11-06 01:13:11
413,Tomatlan,19.93,-105.25,76.15,88,39,1.32,MX,2020-11-06 01:13:45
414,Pundaguitan,6.37,126.17,81.59,78,100,8.23,PH,2020-11-06 01:13:45
415,Tucuman,-26.82,-65.22,80.6,36,0,4.7,AR,2020-11-06 01:12:16
416,Soyo,-6.13,12.37,78.49,85,100,6.73,AO,2020-11-06 01:09:44
417,Vanavara,60.34,102.28,-0.38,90,94,11.1,RU,2020-11-06 01:13:45
418,Baruun-Urt,46.68,113.28,28.58,73,0,17.25,MN,2020-11-06 01:13:45
419,Alice Springs,-23.7,133.88,71.6,17,75,12.75,AU,2020-11-06 01:13:46
420,Talaya,61.38,152.75,-7.44,87,100,4.45,RU,2020-11-06 01:13:46
421,Labuhan,-6.88,112.21,84.04,71,100,4.34,ID,2020-11-06 01:13:46
422,Yeppoon,-23.13,150.73,86.0,35,0,6.93,AU,2020-11-06 01:13:46
423,Dubbo,-32.25,148.62,69.8,46,40,5.82,AU,2020-11-06 01:13:46
424,Perumpavur,10.13,76.48,75.2,94,40,4.7,IN,2020-11-06 01:13:46
425,Lashio,22.93,97.75,64.49,96,20,0.92,MM,2020-11-06 01:13:46
426,Lehigh Acres,26.63,-81.62,75.99,78,20,11.41,US,2020-11-06 01:13:11
427,Cururupu,-1.83,-44.87,78.85,81,90,4.81,BR,2020-11-06 01:13:46
428,Pio Ix,-6.84,-40.58,78.55,55,12,3.65,BR,2020-11-06 01:11:06
429,Santa Rosa,14.31,121.11,86.0,78,75,3.36,PH,2020-11-06 01:13:46
430,Bouca,6.51,18.27,70.75,81,100,3.11,CF,2020-11-06 01:11:07
431,Upington,-28.45,21.26,62.6,63,0,9.17,ZA,2020-11-06 01:13:47
432,Tonantins,-2.87,-67.8,75.85,95,99,2.13,BR,2020-11-06 01:13:13
433,Muisne,0.6,-80.03,73.76,79,93,6.17,EC,2020-11-06 01:13:48
434,Yarmouth,41.71,-70.23,61.0,100,90,9.17,US,2020-11-06 01:13:48
435,Key West,24.56,-81.78,80.6,83,40,14.99,US,2020-11-06 01:12:18
436,Nome,64.5,-165.41,39.99,86,90,19.46,US,2020-11-06 01:13:48
437,Villazon,-22.09,-65.59,50.81,64,100,13.44,BO,2020-11-06 01:13:48
438,Kenai,60.55,-151.26,23.0,45,90,3.36,US,2020-11-06 01:13:48
439,Isabela,6.71,121.97,84.78,68,100,3.78,PH,2020-11-06 01:13:48
440,Kununurra,-15.77,128.73,91.4,55,0,6.93,AU,2020-11-06 01:13:48
441,Copiapo,-27.37,-70.33,57.2,76,0,3.36,CL,2020-11-06 01:13:48
442,Abilene,32.45,-99.73,75.2,38,1,3.36,US,2020-11-06 01:10:36
443,Samarai,-10.62,150.67,81.73,79,67,9.86,PG,2020-11-06 01:13:48
444,Birjand,32.87,59.22,41.0,18,0,6.93,IR,2020-11-06 01:13:48
445,Havre-Saint-Pierre,50.23,-63.6,37.4,100,90,6.93,CA,2020-11-06 01:13:48
446,Xiongzhou,25.12,114.3,70.7,56,0,3.09,CN,2020-11-06 01:13:48
447,Hami,42.8,93.45,30.78,75,0,1.99,CN,2020-11-06 01:13:48
448,Baghdad,33.34,44.4,64.4,63,0,5.82,IQ,2020-11-06 01:11:02
449,Poum,-20.23,164.02,78.26,80,2,10.36,NC,2020-11-06 01:13:48
450,Henties Bay,-22.12,14.28,60.01,92,4,1.99,NA,2020-11-06 01:13:48
451,Edd,13.93,41.69,78.98,51,97,11.43,ER,2020-11-06 01:13:49
452,Mayo,38.89,-76.51,57.99,99,0,7.9,US,2020-11-06 01:13:49
453,Dargaville,-35.93,173.88,71.58,65,7,9.98,NZ,2020-11-06 01:13:50
454,Harper,4.38,-7.72,78.62,86,89,9.33,LR,2020-11-06 01:13:50
455,Laguna,38.42,-121.42,73.99,43,1,4.7,US,2020-11-06 01:13:50
456,Vredendal,-31.67,18.5,59.97,86,100,10.07,ZA,2020-11-06 01:13:50
457,Morondava,-20.28,44.28,75.96,75,99,3.53,MG,2020-11-06 01:13:50
458,Ginda,30.69,78.49,46.53,46,0,5.95,IN,2020-11-06 01:13:50
459,Bilibino,68.05,166.44,20.93,94,100,4.65,RU,2020-11-06 01:13:50
460,Rio Grande,-32.03,-52.1,63.0,92,5,14.07,BR,2020-11-06 01:13:06
461,Anchorage,61.22,-149.9,19.99,52,90,5.82,US,2020-11-06 01:13:10
462,Sorland,67.67,12.69,44.24,74,100,22.15,NO,2020-11-06 01:13:50
463,Pisco,-13.7,-76.22,64.4,88,0,13.87,PE,2020-11-06 01:13:50
464,Pyaozerskiy,65.83,31.17,37.58,79,82,14.94,RU,2020-11-06 01:13:50
465,Guerrero Negro,27.98,-114.06,76.08,49,100,13.56,MX,2020-11-06 01:13:50
466,Caxito,-8.58,13.66,78.8,83,75,5.82,AO,2020-11-06 01:13:50
467,Chardara,41.25,67.97,47.64,51,0,4.36,KZ,2020-11-06 01:13:50
468,Yenagoa,4.92,6.26,76.5,94,85,3.69,NG,2020-11-06 01:13:50
469,Ust-Kuyga,70.02,135.6,-20.07,85,97,3.62,RU,2020-11-06 01:13:50
470,Sesheke,-17.48,24.3,71.6,53,18,1.12,ZM,2020-11-06 01:13:50
471,Quatre Cocos,-20.21,57.76,71.6,83,75,8.05,MU,2020-11-06 01:13:50
472,Pueblo Bello,8.2,-76.53,75.0,89,100,3.62,CO,2020-11-06 01:13:50
473,Nanortalik,60.14,-45.24,29.26,83,0,38.99,GL,2020-11-06 01:13:50
474,Poitiers,46.58,0.33,46.4,81,0,5.82,FR,2020-11-06 01:13:50
475,Jishu,44.32,126.8,49.3,68,100,19.82,CN,2020-11-06 01:13:51
476,Mogocha,53.73,119.77,17.87,94,100,1.66,RU,2020-11-06 01:13:51
477,Yulara,-25.24,130.99,69.8,16,75,14.99,AU,2020-11-06 01:13:51
478,Verkhnyaya Inta,65.98,60.31,35.33,94,100,12.15,RU,2020-11-06 01:13:51
479,Lorengau,-2.02,147.27,81.27,77,100,2.66,PG,2020-11-06 01:13:51
480,Karpathos,35.51,27.21,66.2,72,0,21.92,GR,2020-11-06 01:13:51
481,Nyurba,63.28,118.33,-2.4,92,70,2.89,RU,2020-11-06 01:13:51
482,Imeni Poliny Osipenko,52.42,136.49,24.55,89,0,5.66,RU,2020-11-06 01:13:51
483,Bima,-8.47,118.72,91.0,50,1,2.3,ID,2020-11-06 01:13:51
484,Peniche,39.36,-9.38,59.0,84,100,8.01,PT,2020-11-06 01:13:51
485,Kang,-23.68,22.79,71.42,28,0,4.07,BW,2020-11-06 01:13:51
486,Mwanza,-2.52,32.9,74.77,67,100,4.23,TZ,2020-11-06 01:13:51
487,Whitehorse,60.72,-135.05,3.2,65,20,6.93,CA,2020-11-06 01:12:58
488,Redmond,47.67,-122.12,48.0,95,100,3.13,US,2020-11-06 01:13:26
489,Buala,-8.14,159.59,85.73,63,60,0.78,SB,2020-11-06 01:13:51
490,Lekoni,-1.58,14.26,69.44,93,99,2.57,GA,2020-11-06 01:13:51
491,Gunnedah,-30.98,150.25,66.2,45,40,12.75,AU,2020-11-06 01:13:51
492,Thio,-21.62,166.22,87.8,58,0,6.93,NC,2020-11-06 01:13:51
493,Sun City West,33.66,-112.34,89.01,14,75,4.7,US,2020-11-06 01:13:51
494,Huarmey,-10.07,-78.15,61.72,85,3,6.44,PE,2020-11-06 01:13:51
495,Basco,20.45,121.97,80.22,87,100,49.44,PH,2020-11-06 01:13:51
496,Bandarbeyla,9.49,50.81,72.84,69,16,5.93,SO,2020-11-06 01:13:52
497,Secunda,-26.55,29.17,57.0,84,0,3.0,ZA,2020-11-06 01:13:52
498,Hirara,24.8,125.28,80.6,88,75,14.99,JP,2020-11-06 01:13:52
499,Shubarshi,48.59,57.19,42.15,51,100,9.04,KZ,2020-11-06 01:13:52
500,Kashi,39.45,75.98,42.8,30,0,11.18,CN,2020-11-06 01:13:52
501,Hay River,60.82,-115.8,12.2,78,100,5.82,CA,2020-11-06 01:13:52
502,High Rock,26.62,-78.28,75.2,88,75,10.29,BS,2020-11-06 01:13:52
503,Wanning,18.8,110.4,75.52,89,100,12.97,CN,2020-11-06 01:13:52
504,Aguililla,18.73,-102.73,67.51,76,74,2.33,MX,2020-11-06 01:13:52
505,Pontianak,-0.03,109.33,82.62,77,100,2.53,ID,2020-11-06 01:13:52
506,Aripuana,-9.17,-60.63,79.07,63,45,2.04,BR,2020-11-06 01:13:52
507,Sur,22.57,59.53,74.44,55,0,8.68,OM,2020-11-06 01:13:52
508,Hearst,49.68,-83.67,32.0,97,100,3.36,CA,2020-11-06 01:13:52
509,Vila Do Maio,15.13,-23.22,75.2,88,20,4.7,CV,2020-11-06 01:13:52
510,Whitianga,-36.83,175.7,71.26,65,52,9.28,NZ,2020-11-06 01:13:52
511,Molteno,-31.4,26.36,55.71,77,2,8.79,ZA,2020-11-06 01:13:52
512,Alveringem,50.98,2.68,39.0,100,0,5.82,BE,2020-11-06 01:13:52
513,Talavera,15.62,120.93,80.6,83,75,4.7,PH,2020-11-06 01:13:52
514,Glendive,47.11,-104.71,57.99,46,1,6.93,US,2020-11-06 01:13:52
515,Nishihara,26.18,127.76,80.6,100,90,10.29,JP,2020-11-06 01:13:53
516,Pitimbu,-7.47,-34.81,78.8,83,20,5.82,BR,2020-11-06 01:11:42
517,Pathein,16.78,94.73,77.4,88,0,4.52,MM,2020-11-06 01:11:55
518,Luanda,-8.84,13.23,78.8,83,75,5.82,AO,2020-11-06 01:11:53
519,Kankaanpaa,61.8,22.42,48.2,70,0,19.46,FI,2020-11-06 01:13:53
520,Vilaka,57.18,27.67,45.12,90,2,11.03,LV,2020-11-06 01:13:53
521,Drayton Valley,53.22,-114.99,33.01,91,1,5.75,CA,2020-11-06 01:13:53
522,Santa Cruz De Tenerife,28.47,-16.25,64.99,93,90,4.7,ES,2020-11-06 01:13:53
523,Atambua,-9.11,124.89,88.68,44,0,1.63,ID,2020-11-06 01:13:53
524,Cozumel,20.51,-86.95,78.8,94,75,6.93,MX,2020-11-06 01:13:53
525,Avera,33.19,-82.53,64.4,77,1,4.7,US,2020-11-06 01:13:53
526,Pangody,65.85,74.49,13.28,96,100,16.8,RU,2020-11-06 01:13:53
527,Batagay-Alyta,67.8,130.41,-13.95,80,91,0.89,RU,2020-11-06 01:13:53
528,Ararat,39.83,44.7,51.8,93,75,4.7,AM,2020-11-06 01:13:53
529,Doume,4.23,13.45,67.1,97,1,0.6,CM,2020-11-06 01:13:53
530,Yichang,30.71,111.28,60.13,71,100,2.59,CN,2020-11-06 01:13:53
531,Haines Junction,60.75,-137.51,-5.8,76,2,1.12,CA,2020-11-06 01:13:53
532,Nuuk,64.18,-51.72,19.4,57,26,1.12,GL,2020-11-06 01:13:53
533,Awjilah,29.11,21.29,62.19,87,58,10.2,LY,2020-11-06 01:13:53
534,Starogard Gdanski,53.96,18.53,48.99,100,56,16.46,PL,2020-11-06 01:13:53
535,Wolfsberg,46.84,14.84,44.6,87,75,1.12,AT,2020-11-06 01:13:53
536,Meulaboh,4.14,96.13,79.36,83,13,4.07,ID,2020-11-06 01:13:53
537,Gizo,-8.1,156.84,86.49,66,98,6.02,SB,2020-11-06 01:13:54
538,Margate,51.38,1.39,51.01,75,48,1.99,GB,2020-11-06 01:13:54
539,Acapulco,16.86,-99.89,84.2,74,75,10.29,MX,2020-11-06 01:13:11
540,Ballybofey,54.8,-7.78,48.61,90,100,2.17,IE,2020-11-06 01:13:54
541,Namatanai,-3.67,152.43,85.46,68,100,6.78,PG,2020-11-06 01:13:54
542,Pombas,17.15,-25.02,77.0,73,20,4.7,CV,2020-11-06 01:13:54
543,Were Ilu,10.6,39.43,47.03,72,34,3.65,ET,2020-11-06 01:13:54
544,Tazlau,46.72,26.47,43.0,87,47,9.17,RO,2020-11-06 01:13:54
545,Butembo,0.15,29.28,57.56,100,100,2.91,CD,2020-11-06 01:13:54
546,Fria,10.42,-13.58,72.5,95,64,0.29,GN,2020-11-06 01:13:54
547,Uaua,-9.84,-39.48,76.06,78,19,14.74,BR,2020-11-06 01:09:23
548,Cayenne,4.93,-52.33,75.2,100,0,5.57,GF,2020-11-06 01:13:54
549,Sawtell,-30.38,153.1,70.0,49,90,11.41,AU,2020-11-06 01:13:54
550,Victor Harbor,-35.57,138.62,60.01,63,100,1.01,AU,2020-11-06 01:13:54
551,San Quintin,30.48,-115.95,71.73,54,100,6.71,MX,2020-11-06 01:13:54
552,San Angelo,31.46,-100.44,73.4,40,1,4.7,US,2020-11-06 01:13:54
553,Kondinskoye,59.65,67.41,33.69,95,100,10.96,RU,2020-11-06 01:13:54
554,Fort Nelson,58.81,-122.7,8.6,78,90,9.17,CA,2020-11-06 01:13:54
555,Guaratuba,-25.88,-48.57,66.2,72,75,6.93,BR,2020-11-06 01:13:54
556,Mahon,39.89,4.27,66.2,82,91,14.99,ES,2020-11-06 01:13:54
557,Sistranda,63.73,8.83,50.0,100,90,35.57,NO,2020-11-06 01:13:54
558,Uray,60.12,64.78,35.33,94,100,10.16,RU,2020-11-06 01:13:55
559,Svetlaya,46.54,138.33,41.7,64,33,5.55,RU,2020-11-06 01:13:55
